rang,mot,fitness
1,rent,2.6595574481722193
2,prons,2.9404207249079937
3,mant,3.023001804053733
4,cont,3.029136682775327
5,rées,3.219738648239247
6,rents,3.226321576940445
7,trent,3.2656261572674965
8,prées,3.2855118432797674
9,sant,3.3180255115012653
10,grait,3.3243205198050876
11,cant,3.3256735561447495
12,ines,3.354321244393291
13,pront,3.37293312875337
14,dées,3.396844943316055
15,prent,3.407532690022737
16,pent,3.4206243809981394
17,rant,3.4882016540083036
18,pant,3.496743134496487
19,crons,3.502879145582722
20,tions,3.52153390254893
21,inées,3.5230291364329687
22,trons,3.530676056649447
23,tres,3.530999621329529
24,grant,3.534437899504678
25,pient,3.549504013470042
26,ament,3.5621648107273267
27,frait,3.5669922669020155
28,chent,3.568529504089725
29,inait,3.5859130114693674
30,clant,3.6002652395168906
31,mants,3.6007227179877614
32,conts,3.6069852153294764
33,emes,3.6084133820794326
34,ches,3.616858431135453
35,lant,3.627801972648954
36,bant,3.6341469314871624
37,rons,3.6670100275913753
38,brons,3.7011130823840315
39,pres,3.710651461634175
40,prours,3.7239218347206893
41,crait,3.7442041607790806
42,grent,3.7605269285400724
43,pards,3.7649743508505873
44,pron,3.7693571657557166
45,sées,3.7811490319405228
46,frant,3.792447984563711
47,fons,3.8086772360813144
48,frons,3.811130109595754
49,détes,3.8121373192243846
50,imant,3.817952703163306
51,brent,3.822399239083228
52,chait,3.8311896878437817
53,intes,3.831649490604681
54,mait,3.834506355848033
55,grais,3.8522953405870646
56,chons,3.8610406532985744
57,iner,3.86339103446336
58,pons,3.8711243369159036
59,pronts,3.8772064704049205
60,hant,3.8778028911117364
61,fant,3.881705453386668
62,clait,3.887743327849713
63,vant,3.8972265248943785
64,mées,3.9315346731016563
65,perons,3.9503598922211545
66,grons,3.9541126682254055
67,crant,3.9808607534981646
68,graité,3.98873613828066
69,crées,3.9980447772048486
70,frent,4.000901116766826
71,cront,4.018124690821226
72,éprons,4.020417790977006
73,rens,4.023148300029412
74,parde,4.029864783819383
75,ints,4.030318138121381
76,cards,4.0410341475382845
77,tront,4.050010305495264
78,trai,4.055934423938047
79,écont,4.068347433702474
80,pait,4.07297467651641
81,pants,4.07927340592206
82,quent,4.084022879496348
83,flait,4.096061682539532
84,plons,4.114557615465921
85,crent,4.119561684637294
86,apent,4.14247538439487
87,stes,4.144899842331694
88,iners,4.146498958052112
89,fles,4.1501395469148
90,irent,4.152732096951447
91,inais,4.155434442477862
92,gres,4.162877335633311
93,parons,4.164234450522835
94,mards,4.166001969020928
95,ades,4.1762761260620245
96,bait,4.177631509936166
97,lons,4.2075385348402
98,arait,4.209226685951098
99,inez,4.209416557150012
100,drait,4.210447279284397
101,graie,4.211572638262631
102,raite,4.218708919510379
103,conna,4.219454566277327
104,pronse,4.2204832582397
105,nons,4.2247398619502645
106,mint,4.225550814057743
107,tées,4.236837419589937
108,bards,4.237956433020679
109,ales,4.238269775241065
110,tent,4.240517248942977
111,ince,4.242303355921151
112,bres,4.242893989737181
113,bront,4.245517256455268
114,grai,4.2463525860493405
115,pares,4.250721475485834
